RAI,RAI,RAI,RAI,1,1,0.0001,30.534,5.99856
RAI,RAI,RAI,RAI,0,1,0.0001,0.00110288,5.92054
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.0001,1.06773e+09,19.7171
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.0001,167.526,21.5038
ODE,STANDARD,ODE,ODE,1,1,0.0001,1.0958,56.7372
ODE,STANDARD,ODE,ODE,0,1,0.0001,1.0958,56.2281
ODE,QUICK,ODE,ODE,1,1,0.0001,1.09578,60.8514
ODE,QUICK,ODE,ODE,0,1,0.0001,1.09578,55.5611
RAI,RAI,RAI,RAI,1,1,0.0004,428.397,1.63992
RAI,RAI,RAI,RAI,0,1,0.0004,0.248699,1.54111
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.0004,6.70417e+08,5.55194
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.0004,3563.92,5.93753
ODE,STANDARD,ODE,ODE,1,1,0.0004,17.506,13.8059
ODE,STANDARD,ODE,ODE,0,1,0.0004,17.506,13.7719
ODE,QUICK,ODE,ODE,1,1,0.0004,17.5054,15.1578
ODE,QUICK,ODE,ODE,0,1,0.0004,17.5054,13.8713
RAI,RAI,RAI,RAI,1,1,0.001,2783.62,0.653127
RAI,RAI,RAI,RAI,0,1,0.001,8.36835,0.646005
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.001,1.48228e+09,2.18243
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.001,41498.1,2.31772
ODE,STANDARD,ODE,ODE,1,1,0.001,112.326,5.58871
ODE,STANDARD,ODE,ODE,0,1,0.001,112.326,5.59659
ODE,QUICK,ODE,ODE,1,1,0.001,112.318,5.92738
ODE,QUICK,ODE,ODE,0,1,0.001,112.318,5.64728
RAI,RAI,RAI,RAI,1,1,0.004,30452.1,0.172917
RAI,RAI,RAI,RAI,0,1,0.004,264.072,0.171682
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.004,1.67114e+09,0.639148
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.004,840066,0.65147
ODE,STANDARD,ODE,ODE,1,1,0.004,1685.5,1.39924
ODE,STANDARD,ODE,ODE,0,1,0.004,1649.17,1.43329
ODE,QUICK,ODE,ODE,1,1,0.004,1685.97,1.50291
ODE,QUICK,ODE,ODE,0,1,0.004,1648.4,1.43055
RAI,RAI,RAI,RAI,1,1,0.01,2.06273e+07,0.0723829
RAI,RAI,RAI,RAI,0,1,0.01,5.18417e+06,0.069073
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.01,1.41283e+09,0.313336
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.01,9.86396e+06,0.31976
ODE,STANDARD,ODE,ODE,1,1,0.01,9.76144e+06,0.556142
ODE,STANDARD,ODE,ODE,0,1,0.01,8.56018e+06,0.580998
ODE,QUICK,ODE,ODE,1,1,0.01,9.76087e+06,0.571421
ODE,QUICK,ODE,ODE,0,1,0.01,8.55999e+06,0.601697
RAI,RAI,RAI,RAI,1,1,0.05,3.06644e+10,0.020185
RAI,RAI,RAI,RAI,0,1,0.05,2.95962e+10,0.0214949
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.05,1.61228e+09,0.120825
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.05,1.05315e+08,0.149203
ODE,STANDARD,ODE,ODE,1,1,0.05,2.70589e+07,0.124051
ODE,STANDARD,ODE,ODE,0,1,0.05,1.11726e+06,0.120441
ODE,QUICK,ODE,ODE,1,1,0.05,2.81427e+07,0.126463
ODE,QUICK,ODE,ODE,0,1,0.05,1.37883e+06,0.130007
RAI,RAI,RAI,RAI,1,1,0.1,5.96585e+07,0.014086
RAI,RAI,RAI,RAI,0,1,0.1,1.19339e+08,0.0152261
BULLET,MULTIBODY,BULLET,BULLET,1,1,0.1,2.04366e+10,0.0759809
BULLET,MULTIBODY,BULLET,BULLET,0,1,0.1,1.72019e+09,0.150474
ODE,STANDARD,ODE,ODE,1,1,0.1,4.52461e+07,0.083796
ODE,STANDARD,ODE,ODE,0,1,0.1,2.09881e+07,0.096046
ODE,QUICK,ODE,ODE,1,1,0.1,4.44425e+07,0.066201
ODE,QUICK,ODE,ODE,0,1,0.1,1.88435e+07,0.065268
