BULLET,MULTIBODY,BULLET,BULLET,1,0.0001,1.06773e+09,19.7171
BULLET,MULTIBODY,BULLET,BULLET,0,0.0001,167.526,21.5038
BULLET,MULTIBODY,BULLET,BULLET,1,0.0004,6.70417e+08,5.55194
BULLET,MULTIBODY,BULLET,BULLET,0,0.0004,3563.92,5.93753
BULLET,MULTIBODY,BULLET,BULLET,1,0.001,1.48228e+09,2.18243
BULLET,MULTIBODY,BULLET,BULLET,0,0.001,41498.1,2.31772
BULLET,MULTIBODY,BULLET,BULLET,1,0.004,1.67114e+09,0.639148
BULLET,MULTIBODY,BULLET,BULLET,0,0.004,840066,0.65147
BULLET,MULTIBODY,BULLET,BULLET,1,0.01,1.41283e+09,0.313336
BULLET,MULTIBODY,BULLET,BULLET,0,0.01,9.86396e+06,0.31976
BULLET,MULTIBODY,BULLET,BULLET,1,0.05,1.61228e+09,0.120825
BULLET,MULTIBODY,BULLET,BULLET,0,0.05,1.05315e+08,0.149203
BULLET,MULTIBODY,BULLET,BULLET,1,0.1,2.04366e+10,0.0759809
BULLET,MULTIBODY,BULLET,BULLET,0,0.1,1.72019e+09,0.150474
ODE,STANDARD,ODE,ODE,1,0.0001,1.0958,56.7372
ODE,STANDARD,ODE,ODE,0,0.0001,1.0958,56.2281
ODE,STANDARD,ODE,ODE,1,0.0004,17.506,13.8059
ODE,STANDARD,ODE,ODE,0,0.0004,17.506,13.7719
ODE,STANDARD,ODE,ODE,1,0.001,112.326,5.58871
ODE,STANDARD,ODE,ODE,0,0.001,112.326,5.59659
ODE,STANDARD,ODE,ODE,1,0.004,1685.5,1.39924
ODE,STANDARD,ODE,ODE,0,0.004,1649.17,1.43329
ODE,STANDARD,ODE,ODE,1,0.01,9.76144e+06,0.556142
ODE,STANDARD,ODE,ODE,0,0.01,8.56018e+06,0.580998
ODE,STANDARD,ODE,ODE,1,0.05,2.70589e+07,0.124051
ODE,STANDARD,ODE,ODE,0,0.05,1.11726e+06,0.120441
ODE,STANDARD,ODE,ODE,1,0.1,4.52461e+07,0.083796
ODE,STANDARD,ODE,ODE,0,0.1,2.09881e+07,0.096046
ODE,QUICK,ODE,ODE,1,0.0001,1.09578,60.8514
ODE,QUICK,ODE,ODE,0,0.0001,1.09578,55.5611
ODE,QUICK,ODE,ODE,1,0.0004,17.5054,15.1578
ODE,QUICK,ODE,ODE,0,0.0004,17.5054,13.8713
ODE,QUICK,ODE,ODE,1,0.001,112.318,5.92738
ODE,QUICK,ODE,ODE,0,0.001,112.318,5.64728
ODE,QUICK,ODE,ODE,1,0.004,1685.97,1.50291
ODE,QUICK,ODE,ODE,0,0.004,1648.4,1.43055
ODE,QUICK,ODE,ODE,1,0.01,9.76087e+06,0.571421
ODE,QUICK,ODE,ODE,0,0.01,8.55999e+06,0.601697
ODE,QUICK,ODE,ODE,1,0.05,2.81427e+07,0.126463
ODE,QUICK,ODE,ODE,0,0.05,1.37883e+06,0.130007
ODE,QUICK,ODE,ODE,1,0.1,4.44425e+07,0.066201
ODE,QUICK,ODE,ODE,0,0.1,1.88435e+07,0.065268
RAI,RAI,RAI,RAI,1,0.0001,22.9179,6.1263
RAI,RAI,RAI,RAI,1,0.0004,211.243,1.76151
RAI,RAI,RAI,RAI,1,0.001,3537.39,0.659248
RAI,RAI,RAI,RAI,1,0.004,40314.2,0.174983
RAI,RAI,RAI,RAI,1,0.01,7.70406e+06,0.0705881
RAI,RAI,RAI,RAI,1,0.04,2.89387e+09,0.0216579
RAI,RAI,RAI,RAI,1,0.1,6.97801e+07,0.0141242
RAI,RAI,RAI,RAI,0,0.0001,0.00110304,6.11585
RAI,RAI,RAI,RAI,0,0.0004,0.248699,1.64278
RAI,RAI,RAI,RAI,0,0.001,8.36835,0.655143
RAI,RAI,RAI,RAI,0,0.004,264.072,0.180666
RAI,RAI,RAI,RAI,0,0.01,5.18417e+06,0.0702891
RAI,RAI,RAI,RAI,0,0.04,2.73152e+09,0.021476
RAI,RAI,RAI,RAI,0,0.1,1.19339e+08,0.0127361
DART,DANTZIG,BULLET,DART,0,0.0001,2438.45,141.159
DART,PGS,BULLET,DART,0,0.0001,2407.45,78.1623
DART,DANTZIG,BULLET,DART,0,0.0004,52414.7,20.386
DART,PGS,BULLET,DART,0,0.0004,52421.4,19.7434
DART,DANTZIG,BULLET,DART,0,0.001,346909,8.05873
DART,PGS,BULLET,DART,0,0.001,346280,8.69212
DART,DANTZIG,BULLET,DART,0,0.004,6.62224e+06,1.9544
DART,PGS,BULLET,DART,0,0.004,6.60756e+06,2.06209
DART,DANTZIG,BULLET,DART,0,0.01,1.28706e+10,0.842985
DART,PGS,BULLET,DART,0,0.01,-nan,1.00072
DART,DANTZIG,BULLET,DART,0,0.04,5.96467e+09,0.251876
DART,PGS,BULLET,DART,0,0.04,nan,0.253862
DART,DANTZIG,BULLET,DART,0,0.1,1.20713e+12,0.12266
DART,PGS,BULLET,DART,0,0.1,nan,0.138087
